complex_id,ba_value,ba_measure,ligand_id,protein_id,pdb_id,pdb_lignum,target_chain
davisBC000953,5.0,KIKD,davisDC000003,davisPT000259,,###,#
davisBC000954,5.0,KIKD,davisDC000003,davisPT000087,,###,#
davisBC000955,9.244125144,KIKD,davisDC000003,davisPT000299,,###,#
davisBC000956,5.0,KIKD,davisDC000003,davisPT000177,,###,#
davisBC000957,5.0,KIKD,davisDC000003,davisPT000242,,###,#
davisBC000958,5.0,KIKD,davisDC000003,davisPT000185,,###,#
davisBC000959,5.0,KIKD,davisDC000003,davisPT000226,,###,#
davisBC000960,5.0,KIKD,davisDC000003,davisPT000082,,###,#
davisBC000961,6.537602002,KIKD,davisDC000003,davisPT000349,,###,#
davisBC000962,5.0,KIKD,davisDC000003,davisPT000106,,###,#
davisBC000963,5.0,KIKD,davisDC000003,davisPT000083,,###,#
davisBC000964,5.0,KIKD,davisDC000003,davisPT000264,,###,#
davisBC000965,5.0,KIKD,davisDC000003,davisPT000096,,###,#
davisBC000966,5.259637311,KIKD,davisDC000003,davisPT000085,,###,#
davisBC000967,5.0,KIKD,davisDC000003,davisPT000364,,###,#
davisBC000968,5.0,KIKD,davisDC000003,davisPT000312,,###,#
davisBC000969,5.0,KIKD,davisDC000003,davisPT000337,,###,#
davisBC000970,5.0,KIKD,davisDC000003,davisPT000008,,###,#
davisBC000971,5.0,KIKD,davisDC000003,davisPT000010,,###,#
davisBC000972,5.698970004,KIKD,davisDC000003,davisPT000210,,###,#
davisBC000973,9.026872146,KIKD,davisDC000003,davisPT000151,,###,#
davisBC000974,5.0,KIKD,davisDC000003,davisPT000078,,###,#
davisBC000975,5.0,KIKD,davisDC000003,davisPT000278,,###,#
davisBC000976,5.744727495,KIKD,davisDC000003,davisPT000046,,###,#
davisBC000977,5.0,KIKD,davisDC000003,davisPT000019,,###,#
davisBC000978,5.0,KIKD,davisDC000003,davisPT000374,,###,#
davisBC000979,6.036212173,KIKD,davisDC000003,davisPT000398,,###,#
davisBC000980,9.26760624,KIKD,davisDC000003,davisPT000045,,###,#
davisBC000981,5.0,KIKD,davisDC000003,davisPT000133,,###,#
davisBC000982,5.0,KIKD,davisDC000003,davisPT000102,,###,#
davisBC000983,5.0,KIKD,davisDC000003,davisPT000214,,###,#
davisBC000984,5.0,KIKD,davisDC000003,davisPT000363,,###,#
davisBC000985,5.0,KIKD,davisDC000003,davisPT000260,,###,#
davisBC000986,5.0,KIKD,davisDC000003,davisPT000100,,###,#
davisBC000987,5.0,KIKD,davisDC000003,davisPT000006,,###,#
davisBC000988,5.0,KIKD,davisDC000003,davisPT000129,,###,#
davisBC000989,5.0,KIKD,davisDC000003,davisPT000392,,###,#
davisBC000990,5.0,KIKD,davisDC000003,davisPT000122,,###,#
davisBC000991,5.0,KIKD,davisDC000003,davisPT000335,,###,#
davisBC000992,5.0,KIKD,davisDC000003,davisPT000421,,###,#
davisBC000993,5.0,KIKD,davisDC000003,davisPT000254,,###,#
davisBC000994,5.0,KIKD,davisDC000003,davisPT000240,,###,#
davisBC000995,5.259637311,KIKD,davisDC000003,davisPT000233,,###,#
davisBC000996,5.0,KIKD,davisDC000003,davisPT000080,,###,#
davisBC000997,5.0,KIKD,davisDC000003,davisPT000271,,###,#
davisBC000998,5.0,KIKD,davisDC000003,davisPT000390,,###,#
davisBC000999,5.0,KIKD,davisDC000003,davisPT000379,,###,#
davisBC001000,5.0,KIKD,davisDC000003,davisPT000026,,###,#
davisBC001001,5.0,KIKD,davisDC000003,davisPT000160,,###,#
davisBC001002,5.0,KIKD,davisDC000003,davisPT000009,,###,#
davisBC001003,5.0,KIKD,davisDC000003,davisPT000176,,###,#
davisBC001004,5.0,KIKD,davisDC000003,davisPT000180,,###,#
davisBC001005,5.0,KIKD,davisDC000003,davisPT000041,,###,#
davisBC001006,5.0,KIKD,davisDC000003,davisPT000301,,###,#
davisBC001007,5.0,KIKD,davisDC000003,davisPT000126,,###,#
davisBC001008,5.0,KIKD,davisDC000003,davisPT000378,,###,#
davisBC001009,5.0,KIKD,davisDC000003,davisPT000114,,###,#
davisBC001010,5.0,KIKD,davisDC000003,davisPT000420,,###,#
davisBC001011,6.167491087,KIKD,davisDC000003,davisPT000081,,###,#
davisBC001012,5.920818754,KIKD,davisDC000003,davisPT000053,,###,#
davisBC001013,5.0,KIKD,davisDC000003,davisPT000328,,###,#
davisBC001014,6.638272164,KIKD,davisDC000003,davisPT000052,,###,#
davisBC001015,5.0,KIKD,davisDC000003,davisPT000121,,###,#
davisBC001016,5.0,KIKD,davisDC000003,davisPT000351,,###,#
davisBC001017,5.0,KIKD,davisDC000003,davisPT000225,,###,#
davisBC001018,5.0,KIKD,davisDC000003,davisPT000163,,###,#
davisBC001019,5.0,KIKD,davisDC000003,davisPT000137,,###,#
davisBC001020,6.397940009,KIKD,davisDC000003,davisPT000293,,###,#
davisBC001021,5.0,KIKD,davisDC000003,davisPT000072,,###,#
davisBC001022,5.244125144,KIKD,davisDC000003,davisPT000191,,###,#
davisBC001023,5.0,KIKD,davisDC000003,davisPT000200,,###,#
davisBC001024,5.0,KIKD,davisDC000003,davisPT000005,,###,#
davisBC001025,5.0,KIKD,davisDC000003,davisPT000348,,###,#
davisBC001026,5.0,KIKD,davisDC000003,davisPT000079,,###,#
davisBC001027,5.0,KIKD,davisDC000003,davisPT000333,,###,#
davisBC001028,5.0,KIKD,davisDC000003,davisPT000274,,###,#
davisBC001029,5.0,KIKD,davisDC000003,davisPT000318,,###,#
davisBC001030,5.0,KIKD,davisDC000003,davisPT000352,,###,#
davisBC001031,5.455931956,KIKD,davisDC000003,davisPT000288,,###,#
davisBC001032,5.0,KIKD,davisDC000003,davisPT000303,,###,#
davisBC001033,5.585026652,KIKD,davisDC000003,davisPT000215,,###,#
davisBC001034,5.0,KIKD,davisDC000003,davisPT000411,,###,#
davisBC001035,5.0,KIKD,davisDC000003,davisPT000232,,###,#
davisBC001036,5.259637311,KIKD,davisDC000003,davisPT000355,,###,#
davisBC001037,5.0,KIKD,davisDC000003,davisPT000211,,###,#
davisBC001038,5.0,KIKD,davisDC000003,davisPT000366,,###,#
davisBC001039,5.0,KIKD,davisDC000003,davisPT000270,,###,#
davisBC001040,5.0,KIKD,davisDC000003,davisPT000256,,###,#
davisBC001041,5.0,KIKD,davisDC000003,davisPT000414,,###,#
davisBC001042,6.318758763,KIKD,davisDC000003,davisPT000086,,###,#
davisBC001043,5.0,KIKD,davisDC000003,davisPT000228,,###,#
davisBC001044,5.0,KIKD,davisDC000003,davisPT000016,,###,#
davisBC001045,5.0,KIKD,davisDC000003,davisPT000195,,###,#
davisBC001046,5.0,KIKD,davisDC000003,davisPT000291,,###,#
davisBC001047,8.853871964,KIKD,davisDC000003,davisPT000360,,###,#
davisBC001048,6.366531544,KIKD,davisDC000003,davisPT000058,,###,#
davisBC001049,5.0,KIKD,davisDC000003,davisPT000174,,###,#
davisBC001050,5.0,KIKD,davisDC000003,davisPT000134,,###,#
davisBC001051,5.0,KIKD,davisDC000003,davisPT000090,,###,#
davisBC001052,5.0,KIKD,davisDC000003,davisPT000262,,###,#
davisBC001053,5.0,KIKD,davisDC000003,davisPT000065,,###,#
davisBC001054,5.337242168,KIKD,davisDC000003,davisPT000249,,###,#
davisBC001055,5.0,KIKD,davisDC000003,davisPT000165,,###,#
davisBC001056,5.0,KIKD,davisDC000003,davisPT000234,,###,#
davisBC001057,5.0,KIKD,davisDC000003,davisPT000158,,###,#
davisBC001058,5.0,KIKD,davisDC000003,davisPT000169,,###,#
davisBC001059,5.0,KIKD,davisDC000003,davisPT000376,,###,#
davisBC001060,5.0,KIKD,davisDC000003,davisPT000386,,###,#
davisBC001061,5.494850022,KIKD,davisDC000003,davisPT000120,,###,#
davisBC001062,5.0,KIKD,davisDC000003,davisPT000292,,###,#
davisBC001063,5.327902142,KIKD,davisDC000003,davisPT000023,,###,#
davisBC001064,5.0,KIKD,davisDC000003,davisPT000143,,###,#
davisBC001065,5.0,KIKD,davisDC000003,davisPT000265,,###,#
davisBC001066,5.420216403,KIKD,davisDC000003,davisPT000212,,###,#
davisBC001067,5.0,KIKD,davisDC000003,davisPT000034,,###,#
davisBC001068,5.0,KIKD,davisDC000003,davisPT000154,,###,#
davisBC001069,5.522878745,KIKD,davisDC000003,davisPT000219,,###,#
davisBC001070,5.0,KIKD,davisDC000003,davisPT000015,,###,#
davisBC001071,5.920818754,KIKD,davisDC000003,davisPT000229,,###,#
davisBC001072,5.0,KIKD,davisDC000003,davisPT000190,,###,#
davisBC001073,5.769551079,KIKD,davisDC000003,davisPT000383,,###,#
davisBC001074,5.0,KIKD,davisDC000003,davisPT000138,,###,#
davisBC001075,5.0,KIKD,davisDC000003,davisPT000022,,###,#
davisBC001076,5.0,KIKD,davisDC000003,davisPT000408,,###,#
davisBC001077,5.0,KIKD,davisDC000003,davisPT000223,,###,#
davisBC001078,5.0,KIKD,davisDC000003,davisPT000098,,###,#
davisBC001079,5.0,KIKD,davisDC000003,davisPT000243,,###,#
davisBC001080,5.0,KIKD,davisDC000003,davisPT000310,,###,#
davisBC001081,5.0,KIKD,davisDC000003,davisPT000173,,###,#
davisBC001082,5.795880017,KIKD,davisDC000003,davisPT000035,,###,#
davisBC001083,5.0,KIKD,davisDC000003,davisPT000329,,###,#
davisBC001084,5.0,KIKD,davisDC000003,davisPT000418,,###,#
davisBC001085,5.0,KIKD,davisDC000003,davisPT000111,,###,#
davisBC001086,5.0,KIKD,davisDC000003,davisPT000222,,###,#
davisBC001087,5.0,KIKD,davisDC000003,davisPT000101,,###,#
davisBC001088,6.337242168,KIKD,davisDC000003,davisPT000081,,###,#
davisBC001089,5.0,KIKD,davisDC000003,davisPT000368,,###,#
davisBC001090,5.0,KIKD,davisDC000003,davisPT000162,,###,#
davisBC001091,5.823908741,KIKD,davisDC000003,davisPT000040,,###,#
davisBC001092,5.0,KIKD,davisDC000003,davisPT000172,,###,#
davisBC001093,5.0,KIKD,davisDC000003,davisPT000202,,###,#
davisBC001094,5.0,KIKD,davisDC000003,davisPT000250,,###,#
davisBC001095,5.0,KIKD,davisDC000003,davisPT000073,,###,#
davisBC001096,5.0,KIKD,davisDC000003,davisPT000296,,###,#
davisBC001097,5.0,KIKD,davisDC000003,davisPT000076,,###,#
davisBC001098,5.0,KIKD,davisDC000003,davisPT000370,,###,#
davisBC001099,5.0,KIKD,davisDC000003,davisPT000391,,###,#
davisBC001100,6.853871964,KIKD,davisDC000003,davisPT000093,,###,#
davisBC001101,5.0,KIKD,davisDC000003,davisPT000279,,###,#
davisBC001102,5.0,KIKD,davisDC000003,davisPT000227,,###,#
davisBC001103,5.0,KIKD,davisDC000003,davisPT000113,,###,#
davisBC001104,5.0,KIKD,davisDC000003,davisPT000104,,###,#
davisBC001105,7.397940009,KIKD,davisDC000003,davisPT000093,,###,#
davisBC001106,5.0,KIKD,davisDC000003,davisPT000033,,###,#
davisBC001107,9.244125144,KIKD,davisDC000003,davisPT000389,,###,#
davisBC001108,5.677780705,KIKD,davisDC000003,davisPT000018,,###,#
davisBC001109,5.0,KIKD,davisDC000003,davisPT000334,,###,#
davisBC001110,5.0,KIKD,davisDC000003,davisPT000032,,###,#
davisBC001111,5.0,KIKD,davisDC000003,davisPT000320,,###,#
davisBC001112,5.0,KIKD,davisDC000003,davisPT000372,,###,#
davisBC001113,5.397940009,KIKD,davisDC000003,davisPT000166,,###,#
davisBC001114,8.958607315,KIKD,davisDC000003,davisPT000272,,###,#
davisBC001115,5.0,KIKD,davisDC000003,davisPT000326,,###,#
davisBC001116,5.161150909,KIKD,davisDC000003,davisPT000094,,###,#
davisBC001117,5.0,KIKD,davisDC000003,davisPT000062,,###,#
davisBC001118,6.004364805,KIKD,davisDC000003,davisPT000021,,###,#
davisBC001119,5.0,KIKD,davisDC000003,davisPT000307,,###,#
davisBC001120,5.0,KIKD,davisDC000003,davisPT000359,,###,#
davisBC001121,5.0,KIKD,davisDC000003,davisPT000167,,###,#
davisBC001122,5.0,KIKD,davisDC000003,davisPT000384,,###,#
davisBC001123,5.236572006,KIKD,davisDC000003,davisPT000194,,###,#
davisBC001124,5.0,KIKD,davisDC000003,davisPT000283,,###,#
davisBC001125,5.0,KIKD,davisDC000003,davisPT000385,,###,#
davisBC001126,5.0,KIKD,davisDC000003,davisPT000056,,###,#
davisBC001127,6.508638306,KIKD,davisDC000003,davisPT000054,,###,#
davisBC001128,5.0,KIKD,davisDC000003,davisPT000168,,###,#
davisBC001129,5.48148606,KIKD,davisDC000003,davisPT000071,,###,#
davisBC001130,7.161150909,KIKD,davisDC000003,davisPT000036,,###,#
davisBC001131,5.0,KIKD,davisDC000003,davisPT000342,,###,#
davisBC001132,5.0,KIKD,davisDC000003,davisPT000263,,###,#
davisBC001133,6.26760624,KIKD,davisDC000003,davisPT000020,,###,#
davisBC001134,5.0,KIKD,davisDC000003,davisPT000365,,###,#
davisBC001135,5.0,KIKD,davisDC000003,davisPT000423,,###,#
davisBC001136,5.124938737,KIKD,davisDC000003,davisPT000182,,###,#
davisBC001137,5.0,KIKD,davisDC000003,davisPT000294,,###,#
davisBC001138,5.0,KIKD,davisDC000003,davisPT000281,,###,#
davisBC001139,5.0,KIKD,davisDC000003,davisPT000069,,###,#
davisBC001140,5.0,KIKD,davisDC000003,davisPT000317,,###,#
davisBC001141,5.0,KIKD,davisDC000003,davisPT000209,,###,#
davisBC001142,5.0,KIKD,davisDC000003,davisPT000394,,###,#
davisBC001143,5.886056648,KIKD,davisDC000003,davisPT000170,,###,#
davisBC001144,5.0,KIKD,davisDC000003,davisPT000216,,###,#
davisBC001145,5.0,KIKD,davisDC000003,davisPT000149,,###,#
davisBC001146,5.0,KIKD,davisDC000003,davisPT000007,,###,#
davisBC001147,5.0,KIKD,davisDC000003,davisPT000373,,###,#
davisBC001148,5.0,KIKD,davisDC000003,davisPT000280,,###,#
davisBC001149,5.0,KIKD,davisDC000003,davisPT000053,,###,#
davisBC001150,5.0,KIKD,davisDC000003,davisPT000025,,###,#
davisBC001151,5.0,KIKD,davisDC000003,davisPT000331,,###,#
davisBC001152,9.283996656,KIKD,davisDC000003,davisPT000136,,###,#
davisBC001153,5.0,KIKD,davisDC000003,davisPT000171,,###,#
davisBC001154,5.958607315,KIKD,davisDC000003,davisPT000193,,###,#
davisBC001155,6.214670165,KIKD,davisDC000003,davisPT000099,,###,#
davisBC001156,5.0,KIKD,davisDC000003,davisPT000067,,###,#
davisBC001157,5.0,KIKD,davisDC000003,davisPT000153,,###,#
davisBC001158,6.27572413,KIKD,davisDC000003,davisPT000322,,###,#
davisBC001159,5.0,KIKD,davisDC000003,davisPT000004,,###,#
davisBC001160,5.0,KIKD,davisDC000003,davisPT000130,,###,#
davisBC001161,5.0,KIKD,davisDC000003,davisPT000284,,###,#
davisBC001162,5.0,KIKD,davisDC000003,davisPT000410,,###,#
davisBC001163,5.0,KIKD,davisDC000003,davisPT000139,,###,#
davisBC001164,5.0,KIKD,davisDC000003,davisPT000395,,###,#
davisBC001165,5.0,KIKD,davisDC000003,davisPT000302,,###,#
davisBC001166,5.0,KIKD,davisDC000003,davisPT000159,,###,#
davisBC001167,6.283996656,KIKD,davisDC000003,davisPT000123,,###,#
davisBC001168,5.0,KIKD,davisDC000003,davisPT000131,,###,#
davisBC001169,5.0,KIKD,davisDC000003,davisPT000179,,###,#
davisBC001170,5.0,KIKD,davisDC000003,davisPT000024,,###,#
davisBC001171,5.0,KIKD,davisDC000003,davisPT000361,,###,#
davisBC001172,5.0,KIKD,davisDC000003,davisPT000323,,###,#
davisBC001173,6.200659451,KIKD,davisDC000003,davisPT000145,,###,#
davisBC001174,5.0,KIKD,davisDC000003,davisPT000196,,###,#
davisBC001175,5.0,KIKD,davisDC000003,davisPT000017,,###,#
davisBC001176,6.327902142,KIKD,davisDC000003,davisPT000403,,###,#
davisBC001177,5.0,KIKD,davisDC000003,davisPT000037,,###,#
davisBC001178,5.0,KIKD,davisDC000003,davisPT000132,,###,#
davisBC001179,5.0,KIKD,davisDC000003,davisPT000084,,###,#
davisBC001180,5.508638306,KIKD,davisDC000003,davisPT000367,,###,#
davisBC001181,5.0,KIKD,davisDC000003,davisPT000141,,###,#
davisBC001182,5.366531544,KIKD,davisDC000003,davisPT000287,,###,#
davisBC001183,5.0,KIKD,davisDC000003,davisPT000388,,###,#
davisBC001184,5.0,KIKD,davisDC000003,davisPT000407,,###,#
davisBC001185,5.744727495,KIKD,davisDC000003,davisPT000251,,###,#
davisBC001186,5.0,KIKD,davisDC000003,davisPT000207,,###,#
davisBC001187,5.0,KIKD,davisDC000003,davisPT000187,,###,#
davisBC001188,5.0,KIKD,davisDC000003,davisPT000313,,###,#
davisBC001189,5.698970004,KIKD,davisDC000003,davisPT000237,,###,#
davisBC001190,5.0,KIKD,davisDC000003,davisPT000409,,###,#
davisBC001191,5.0,KIKD,davisDC000003,davisPT000332,,###,#
davisBC001192,6.387216143,KIKD,davisDC000003,davisPT000417,,###,#
davisBC001193,5.0,KIKD,davisDC000003,davisPT000218,,###,#
davisBC001194,5.0,KIKD,davisDC000003,davisPT000028,,###,#
davisBC001195,5.958607315,KIKD,davisDC000003,davisPT000052,,###,#
davisBC001196,5.22184875,KIKD,davisDC000003,davisPT000247,,###,#
davisBC001197,5.0,KIKD,davisDC000003,davisPT000127,,###,#
davisBC001198,5.0,KIKD,davisDC000003,davisPT000112,,###,#
davisBC001199,5.356547324,KIKD,davisDC000003,davisPT000399,,###,#
davisBC001200,5.455931956,KIKD,davisDC000003,davisPT000397,,###,#
davisBC001201,5.0,KIKD,davisDC000003,davisPT000044,,###,#
davisBC001202,6.251811973,KIKD,davisDC000003,davisPT000266,,###,#
davisBC001203,5.0,KIKD,davisDC000003,davisPT000358,,###,#
davisBC001204,5.0,KIKD,davisDC000003,davisPT000285,,###,#
davisBC001205,5.0,KIKD,davisDC000003,davisPT000125,,###,#
davisBC001206,5.0,KIKD,davisDC000003,davisPT000142,,###,#
davisBC001207,5.0,KIKD,davisDC000003,davisPT000117,,###,#
davisBC001208,5.0,KIKD,davisDC000003,davisPT000107,,###,#
davisBC001209,5.602059991,KIKD,davisDC000003,davisPT000369,,###,#
davisBC001210,5.0,KIKD,davisDC000003,davisPT000311,,###,#
davisBC001211,5.455931956,KIKD,davisDC000003,davisPT000253,,###,#
davisBC001212,5.0,KIKD,davisDC000003,davisPT000066,,###,#
davisBC001213,5.292429824,KIKD,davisDC000003,davisPT000048,,###,#
davisBC001214,5.0,KIKD,davisDC000003,davisPT000183,,###,#
davisBC001215,5.0,KIKD,davisDC000003,davisPT000413,,###,#
davisBC001216,5.161150909,KIKD,davisDC000003,davisPT000356,,###,#
davisBC001217,5.0,KIKD,davisDC000003,davisPT000316,,###,#
davisBC001218,5.0,KIKD,davisDC000003,davisPT000204,,###,#
davisBC001219,9.0,KIKD,davisDC000003,davisPT000235,,###,#
davisBC001220,5.37675071,KIKD,davisDC000003,davisPT000184,,###,#
davisBC001221,5.0,KIKD,davisDC000003,davisPT000208,,###,#
davisBC001222,5.0,KIKD,davisDC000003,davisPT000375,,###,#
davisBC001223,5.244125144,KIKD,davisDC000003,davisPT000343,,###,#
davisBC001224,5.0,KIKD,davisDC000003,davisPT000189,,###,#
davisBC001225,5.0,KIKD,davisDC000003,davisPT000175,,###,#
davisBC001226,5.0,KIKD,davisDC000003,davisPT000124,,###,#
davisBC001227,6.096910013,KIKD,davisDC000003,davisPT000061,,###,#
davisBC001228,5.0,KIKD,davisDC000003,davisPT000416,,###,#
davisBC001229,5.0,KIKD,davisDC000003,davisPT000412,,###,#
davisBC001230,6.619788758,KIKD,davisDC000003,davisPT000415,,###,#
davisBC001231,5.0,KIKD,davisDC000003,davisPT000238,,###,#
davisBC001232,5.0,KIKD,davisDC000003,davisPT000424,,###,#
davisBC001233,8.698970004,KIKD,davisDC000003,davisPT000426,,###,#
davisBC001234,5.0,KIKD,davisDC000003,davisPT000319,,###,#
davisBC001235,5.0,KIKD,davisDC000003,davisPT000425,,###,#
davisBC001236,5.657577319,KIKD,davisDC000003,davisPT000086,,###,#
davisBC001237,5.0,KIKD,davisDC000003,davisPT000148,,###,#
davisBC001238,5.920818754,KIKD,davisDC000003,davisPT000324,,###,#
davisBC001239,5.0,KIKD,davisDC000003,davisPT000188,,###,#
davisBC001240,5.0,KIKD,davisDC000003,davisPT000236,,###,#
davisBC001241,5.0,KIKD,davisDC000003,davisPT000275,,###,#
davisBC001242,9.008773924,KIKD,davisDC000003,davisPT000300,,###,#
davisBC001243,6.229147988,KIKD,davisDC000003,davisPT000059,,###,#
davisBC001244,5.0,KIKD,davisDC000003,davisPT000346,,###,#
davisBC001245,5.508638306,KIKD,davisDC000003,davisPT000109,,###,#
davisBC001246,5.0,KIKD,davisDC000003,davisPT000064,,###,#
davisBC001247,5.677780705,KIKD,davisDC000003,davisPT000157,,###,#
davisBC001248,5.0,KIKD,davisDC000003,davisPT000406,,###,#
davisBC001249,5.0,KIKD,davisDC000003,davisPT000070,,###,#
davisBC001250,5.0,KIKD,davisDC000003,davisPT000077,,###,#
davisBC001251,5.0,KIKD,davisDC000003,davisPT000396,,###,#
davisBC001252,5.0,KIKD,davisDC000003,davisPT000295,,###,#
davisBC001253,5.0,KIKD,davisDC000003,davisPT000152,,###,#
davisBC001254,5.0,KIKD,davisDC000003,davisPT000150,,###,#
davisBC001255,5.0,KIKD,davisDC000003,davisPT000057,,###,#
davisBC001256,5.455931956,KIKD,davisDC000003,davisPT000304,,###,#
davisBC001257,5.494850022,KIKD,davisDC000003,davisPT000345,,###,#
davisBC001258,5.744727495,KIKD,davisDC000003,davisPT000371,,###,#
davisBC001259,5.0,KIKD,davisDC000003,davisPT000305,,###,#
davisBC001260,5.0,KIKD,davisDC000003,davisPT000273,,###,#
davisBC001261,5.0,KIKD,davisDC000003,davisPT000156,,###,#
davisBC001262,5.568636236,KIKD,davisDC000003,davisPT000068,,###,#
davisBC001263,5.0,KIKD,davisDC000003,davisPT000339,,###,#
davisBC001264,5.0,KIKD,davisDC000003,davisPT000110,,###,#
davisBC001265,5.0,KIKD,davisDC000003,davisPT000239,,###,#
davisBC001266,5.0,KIKD,davisDC000003,davisPT000128,,###,#
davisBC001267,5.0,KIKD,davisDC000003,davisPT000261,,###,#
davisBC001268,5.0,KIKD,davisDC000003,davisPT000001,,###,#
davisBC001269,5.537602002,KIKD,davisDC000003,davisPT000109,,###,#
davisBC001270,5.0,KIKD,davisDC000003,davisPT000393,,###,#
davisBC001271,5.0,KIKD,davisDC000003,davisPT000144,,###,#
davisBC001272,5.0,KIKD,davisDC000003,davisPT000357,,###,#
davisBC001273,5.0,KIKD,davisDC000003,davisPT000063,,###,#
davisBC001274,5.0,KIKD,davisDC000003,davisPT000405,,###,#
davisBC001275,5.0,KIKD,davisDC000003,davisPT000178,,###,#
davisBC001276,5.568636236,KIKD,davisDC000003,davisPT000146,,###,#
davisBC001277,5.0,KIKD,davisDC000003,davisPT000011,,###,#
davisBC001278,5.0,KIKD,davisDC000003,davisPT000354,,###,#
davisBC001279,5.0,KIKD,davisDC000003,davisPT000257,,###,#
davisBC001280,5.0,KIKD,davisDC000003,davisPT000116,,###,#
davisBC001281,5.0,KIKD,davisDC000003,davisPT000344,,###,#
davisBC001282,5.0,KIKD,davisDC000003,davisPT000135,,###,#
davisBC001283,7.886056648,KIKD,davisDC000003,davisPT000118,,###,#
davisBC001284,5.0,KIKD,davisDC000003,davisPT000186,,###,#
davisBC001285,6.102372909,KIKD,davisDC000003,davisPT000308,,###,#
davisBC001286,5.886056648,KIKD,davisDC000003,davisPT000201,,###,#
davisBC001287,5.0,KIKD,davisDC000003,davisPT000030,,###,#
davisBC001288,5.0,KIKD,davisDC000003,davisPT000401,,###,#
davisBC001289,5.0,KIKD,davisDC000003,davisPT000321,,###,#
davisBC001290,5.0,KIKD,davisDC000003,davisPT000031,,###,#
davisBC001291,5.0,KIKD,davisDC000003,davisPT000377,,###,#
davisBC001292,5.0,KIKD,davisDC000003,davisPT000286,,###,#
davisBC001293,5.0,KIKD,davisDC000003,davisPT000258,,###,#
davisBC001294,5.0,KIKD,davisDC000003,davisPT000338,,###,#
davisBC001295,5.0,KIKD,davisDC000003,davisPT000224,,###,#
davisBC001296,5.0,KIKD,davisDC000003,davisPT000245,,###,#
davisBC001297,5.0,KIKD,davisDC000003,davisPT000387,,###,#
davisBC001298,5.0,KIKD,davisDC000003,davisPT000199,,###,#
davisBC001299,5.0,KIKD,davisDC000003,davisPT000042,,###,#
davisBC001300,5.0,KIKD,davisDC000003,davisPT000003,,###,#
davisBC001301,5.0,KIKD,davisDC000003,davisPT000341,,###,#
davisBC001302,5.0,KIKD,davisDC000003,davisPT000248,,###,#
davisBC001303,5.0,KIKD,davisDC000003,davisPT000314,,###,#
davisBC001304,5.0,KIKD,davisDC000003,davisPT000276,,###,#
davisBC001305,5.0,KIKD,davisDC000003,davisPT000147,,###,#
davisBC001306,5.431798276,KIKD,davisDC000003,davisPT000380,,###,#
davisBC001307,5.0,KIKD,davisDC000003,davisPT000060,,###,#
davisBC001308,5.494850022,KIKD,davisDC000003,davisPT000400,,###,#
davisBC001309,5.721246399,KIKD,davisDC000003,davisPT000097,,###,#
davisBC001310,6.086186148,KIKD,davisDC000004,davisPT000394,,###,#
davisBC001311,5.251811973,KIKD,davisDC000004,davisPT000195,,###,#
davisBC001312,6.397940009,KIKD,davisDC000004,davisPT000045,,###,#
davisBC001313,7.251811973,KIKD,davisDC000004,davisPT000349,,###,#
davisBC001314,6.920818754,KIKD,davisDC000004,davisPT000030,,###,#
davisBC001315,6.657577319,KIKD,davisDC000004,davisPT000363,,###,#
davisBC001316,6.080921908,KIKD,davisDC000004,davisPT000052,,###,#
davisBC001317,6.065501549,KIKD,davisDC000004,davisPT000151,,###,#
davisBC001318,5.0,KIKD,davisDC000004,davisPT000251,,###,#
davisBC001319,7.397940009,KIKD,davisDC000004,davisPT000064,,###,#
davisBC001320,5.040958608,KIKD,davisDC000004,davisPT000092,,###,#
davisBC001321,5.920818754,KIKD,davisDC000004,davisPT000059,,###,#
davisBC001322,5.420216403,KIKD,davisDC000004,davisPT000343,,###,#
davisBC001323,8.468521083,KIKD,davisDC000004,davisPT000210,,###,#
davisBC001324,7.148741651,KIKD,davisDC000004,davisPT000179,,###,#
davisBC001325,6.431798276,KIKD,davisDC000004,davisPT000029,,###,#
davisBC001326,5.229147988,KIKD,davisDC000004,davisPT000049,,###,#
davisBC001327,8.27572413,KIKD,davisDC000004,davisPT000396,,###,#
davisBC001328,7.795880017,KIKD,davisDC000004,davisPT000148,,###,#
davisBC001329,8.004364805,KIKD,davisDC000004,davisPT000372,,###,#
davisBC001330,6.795880017,KIKD,davisDC000004,davisPT000377,,###,#
davisBC001331,5.744727495,KIKD,davisDC000004,davisPT000325,,###,#
davisBC001332,6.0,KIKD,davisDC000004,davisPT000407,,###,#
davisBC001333,6.0,KIKD,davisDC000004,davisPT000152,,###,#
davisBC001334,5.346787486,KIKD,davisDC000004,davisPT000223,,###,#
davisBC001335,8.468521083,KIKD,davisDC000004,davisPT000337,,###,#
davisBC001336,7.356547324,KIKD,davisDC000004,davisPT000016,,###,#
davisBC001337,6.619788758,KIKD,davisDC000004,davisPT000056,,###,#
davisBC001338,6.431798276,KIKD,davisDC000004,davisPT000255,,###,#
davisBC001339,8.091514981,KIKD,davisDC000004,davisPT000082,,###,#
davisBC001340,5.744727495,KIKD,davisDC000004,davisPT000248,,###,#
davisBC001341,7.008773924,KIKD,davisDC000004,davisPT000345,,###,#
davisBC001342,6.494850022,KIKD,davisDC000004,davisPT000389,,###,#
davisBC001343,6.13667714,KIKD,davisDC000004,davisPT000291,,###,#
